Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3
1621548269.5118709,"[label: ""angles""
size: 4
stride: 1]",0,0.059188470244407654,0.5347188115119934,-0.037582919001579285,0.8421164155006409
1621548304.3996263,"[label: ""angles""
size: 4
stride: 1]",0,0.02253306843340397,0.23206014931201935,-0.005377303343266249,0.9724255204200745
1621548350.759545,"[label: ""angles""
size: 4
stride: 1]",0,-0.0007033715955913067,0.5355334281921387,0.0004460307245608419,0.8445135951042175
1621548387.735629,"[label: ""angles""
size: 4
stride: 1]",0,0.10146869719028473,0.35894766449928284,-0.0392904058098793,0.9269934892654419
1621548414.857017,"[label: ""angles""
size: 4
stride: 1]",0,0.0018985157366842031,0.30541807413101196,-0.0006089383969083428,0.9522162675857544
1621548448.744889,"[label: ""angles""
size: 4
stride: 1]",0,0.022588837891817093,0.2470356523990631,-0.005760399159044027,0.9687259197235107
1621548481.84108,"[label: ""angles""
size: 4
stride: 1]",0,-0.06496185809373856,0.22581373155117035,0.015093637630343437,0.9718849062919617
1621548537.1846962,"[label: ""angles""
size: 4
stride: 1]",0,-0.1673046350479126,0.4631904065608978,0.08951503038406372,0.8657082915306091
1621548590.9525378,"[label: ""angles""
size: 4
stride: 1]",0,0.17211271822452545,0.3322845995426178,-0.06180872395634651,0.9252803921699524
1621548626.2485204,"[label: ""angles""
size: 4
stride: 1]",0,0.11105913668870926,0.41083788871765137,-0.05050012841820717,0.9035086035728455
